PARAM	PAIRS	METHOD	TP	FP	FN	TN
CC06	50R9_90R9	mash95	2384	1492	403	102413
CC06	50R9_90R9	genome	2712	1046	75	102859
CC06	60R0_100R0_120R0	cluster	1877	1390	910	102515
CC06	60R0_100R0_120R0	subcluster	2277	1406	510	102499
CC06	60R0_100R0_120R0	mash90	2262	1353	525	102552
CC06	60R0_100R0_120R0	mash95	2484	1351	303	102554
CC06	60R0_100R0_120R0	genome	2719	774	68	103131
CC06	60R0_100R0	cluster	1874	1615	913	102290
CC06	60R0_100R0	subcluster	2273	1547	514	102358
CC06	60R0_100R0	mash90	2301	1523	486	102382
CC06	60R0_100R0	mash95	2574	1547	213	102358
CC06	60R0_100R0	genome	2722	837	65	103068
CC06	60R0_120R0	cluster	1958	1602	829	102303
CC06	60R0_120R0	subcluster	2290	1532	497	102373
CC06	60R0_120R0	mash90	2279	1527	508	102378
CC06	60R0_120R0	mash95	2496	1493	291	102412
CC06	60R0_120R0	genome	2725	915	62	102990
CC06	60R0_70R0	cluster	1769	1601	1018	102304
CC06	60R0_70R0	subcluster	2380	1707	407	102198
CC06	60R0_70R0	mash90	2347	1681	440	102224
CC06	60R0_70R0	mash95	2595	1521	192	102384
CC06	60R0_70R0	genome	2714	890	73	103015
CC06	60R0_80R0_100R0	cluster	1810	1419	977	102486
CC06	60R0_80R0_100R0	subcluster	2248	1422	539	102483
CC06	60R0_80R0_100R0	mash90	2269	1398	518	102507
CC06	60R0_80R0_100R0	mash95	2561	1352	226	102553
CC06	60R0_80R0_100R0	genome	2715	799	72	103106
CC06	60R0_80R0_120R0	cluster	1850	1364	937	102541
CC06	60R0_80R0_120R0	subcluster	2240	1303	547	102602
CC06	60R0_80R0_120R0	mash90	2236	1321	551	102584
CC06	60R0_80R0_120R0	mash95	2475	1407	312	102498
CC06	60R0_80R0_120R0	genome	2719	731	68	103174
CC06	60R0_80R0	cluster	1773	1754	1014	102151
CC06	60R0_80R0	subcluster	2397	1775	390	102130
CC06	60R0_80R0	mash90	2402	1772	385	102133
CC06	60R0_80R0	mash95	2589	1719	198	102186
CC06	60R0_80R0	genome	2712	1091	75	102814
CC06	60R0_90R0_120R0	cluster	1808	1306	979	102599
CC06	60R0_90R0_120R0	subcluster	2248	1421	539	102484
CC06	60R0_90R0_120R0	mash90	2246	1409	541	102496
CC06	60R0_90R0_120R0	mash95	2488	1329	299	102576
CC06	60R0_90R0_120R0	genome	2722	770	65	103135
CC06	60R0_90R0	cluster	1707	1889	1080	102016
CC06	60R0_90R0	subcluster	2254	1768	533	102137
CC06	60R0_90R0	mash90	2223	1766	564	102139
CC06	60R0_90R0	mash95	2585	1611	202	102294
CC06	60R0_90R0	genome	2715	1059	72	102846
CC06	60R12_100R12_120R12	cluster	1773	1758	1014	102147
CC06	60R12_100R12_120R12	subcluster	2175	1861	612	102044
CC06	60R12_100R12_120R12	mash90	2232	1851	555	102054
CC06	60R12_100R12_120R12	mash95	2361	1764	426	102141
CC06	60R12_100R12_120R12	genome	2704	1147	83	102758
CC06	60R12_100R12	cluster	1864	1733	923	102172
CC06	60R12_100R12	subcluster	2208	1739	579	102166
CC06	60R12_100R12	mash90	2206	1736	581	102169
CC06	60R12_100R12	mash95	2366	1649	421	102256
CC06	60R12_100R12	genome	2714	963	73	102942
CC06	60R12_120R12	cluster	1727	1780	1060	102125
CC06	60R12_120R12	subcluster	2154	1733	633	102172
CC06	60R12_120R12	mash90	2223	1724	564	102181
CC06	60R12_120R12	mash95	2349	1692	438	102213
CC06	60R12_120R12	genome	2702	906	85	102999
CC06	60R12_70R12	cluster	1792	2007	995	101898
CC06	60R12_70R12	subcluster	2193	1999	594	101906
CC06	60R12_70R12	mash90	2235	1997	552	101908
CC06	60R12_70R12	mash95	2423	1805	364	102100
CC06	60R12_70R12	genome	2706	1009	81	102896
CC06	60R12_80R12_100R12	cluster	1852	1624	935	102281
CC06	60R12_80R12_100R12	subcluster	2211	1646	576	102259
CC06	60R12_80R12_100R12	mash90	2204	1629	583	102276
CC06	60R12_80R12_100R12	mash95	2359	1676	428	102229
CC06	60R12_80R12_100R12	genome	2707	988	80	102917
CC06	60R12_80R12_120R12	cluster	1867	1841	920	102064
CC06	60R12_80R12_120R12	subcluster	2227	1732	560	102173
CC06	60R12_80R12_120R12	mash90	2197	1764	590	102141
CC06	60R12_80R12_120R12	mash95	2388	1721	399	102184
CC06	60R12_80R12_120R12	genome	2698	1056	89	102849
CC06	60R12_80R12	cluster	1861	1922	926	101983
CC06	60R12_80R12	subcluster	2231	1781	556	102124
CC06	60R12_80R12	mash90	2256	1786	531	102119
CC06	60R12_80R12	mash95	2444	1785	343	102120
CC06	60R12_80R12	genome	2712	1018	75	102887
CC06	60R12_90R12_120R12	cluster	1867	1577	920	102328
CC06	60R12_90R12_120R12	subcluster	2191	1586	596	102319
CC06	60R12_90R12_120R12	mash90	2207	1577	580	102328
CC06	60R12_90R12_120R12	mash95	2498	1501	289	102404
CC06	60R12_90R12_120R12	genome	2703	913	84	102992
CC06	60R12_90R12	cluster	1896	1771	891	102134
CC06	60R12_90R12	subcluster	2095	1728	692	102177
CC06	60R12_90R12	mash90	2151	1705	636	102200
CC06	60R12_90R12	mash95	2431	1665	356	102240
CC06	60R12_90R12	genome	2710	992	77	102913
CC06	60R15_100R15_120R15	cluster	1746	1706	1041	102199
CC06	60R15_100R15_120R15	subcluster	2184	1650	603	102255
CC06	60R15_100R15_120R15	mash90	2211	1661	576	102244
CC06	60R15_100R15_120R15	mash95	2303	1570	484	102335
CC06	60R15_100R15_120R15	genome	2711	969	76	102936
CC06	60R15_100R15	cluster	1890	1611	897	102294
CC06	60R15_100R15	subcluster	2172	1585	615	102320
CC06	60R15_100R15	mash90	2187	1579	600	102326
CC06	60R15_100R15	mash95	2301	1621	486	102284
CC06	60R15_100R15	genome	2718	1018	69	102887
CC06	60R15_120R15	cluster	1673	1789	1114	102116
CC06	60R15_120R15	subcluster	2142	1745	645	102160
CC06	60R15_120R15	mash90	2189	1728	598	102177
CC06	60R15_120R15	mash95	2295	1555	492	102350
CC06	60R15_120R15	genome	2707	1001	80	102904
CC06	60R15_70R15	cluster	1669	2047	1118	101858
CC06	60R15_70R15	subcluster	2046	2018	741	101887
CC06	60R15_70R15	mash90	2094	1976	693	101929
CC06	60R15_70R15	mash95	2277	1774	510	102131
CC06	60R15_70R15	genome	2710	1008	77	102897
CC06	60R15_80R15_100R15	cluster	1866	1897	921	102008
CC06	60R15_80R15_100R15	subcluster	2162	1751	625	102154
CC06	60R15_80R15_100R15	mash90	2165	1765	622	102140
CC06	60R15_80R15_100R15	mash95	2333	1727	454	102178
CC06	60R15_80R15_100R15	genome	2708	1008	79	102897
CC06	60R15_80R15_120R15	cluster	1728	1779	1059	102126
CC06	60R15_80R15_120R15	subcluster	2179	1752	608	102153
CC06	60R15_80R15_120R15	mash90	2201	1743	586	102162
CC06	60R15_80R15_120R15	mash95	2308	1745	479	102160
CC06	60R15_80R15_120R15	genome	2708	957	79	102948
CC06	60R15_80R15	cluster	1807	2133	980	101772
CC06	60R15_80R15	subcluster	2156	2053	631	101852
CC06	60R15_80R15	mash90	2190	2073	597	101832
CC06	60R15_80R15	mash95	2364	1926	423	101979
CC06	60R15_80R15	genome	2713	1083	74	102822
CC06	60R15_90R15_120R15	cluster	1733	1666	1054	102239
CC06	60R15_90R15_120R15	subcluster	2182	1603	605	102302
CC06	60R15_90R15_120R15	mash90	2194	1598	593	102307
CC06	60R15_90R15_120R15	mash95	2305	1638	482	102267
CC06	60R15_90R15_120R15	genome	2700	984	87	102921
CC06	60R15_90R15	cluster	1800	1869	987	102036
CC06	60R15_90R15	subcluster	2232	1868	555	102037
CC06	60R15_90R15	mash90	2195	1860	592	102045
CC06	60R15_90R15	mash95	2333	1742	454	102163
CC06	60R15_90R15	genome	2714	1069	73	102836
CC06	60R3_100R3_120R3	cluster	1726	1434	1061	102471
CC06	60R3_100R3_120R3	subcluster	2253	1356	534	102549
CC06	60R3_100R3_120R3	mash90	2227	1319	560	102586
CC06	60R3_100R3_120R3	mash95	2473	1345	314	102560
CC06	60R3_100R3_120R3	genome	2711	772	76	103133
CC06	60R3_100R3	cluster	1665	1627	1122	102278
CC06	60R3_100R3	subcluster	2216	1519	571	102386
CC06	60R3_100R3	mash90	2114	1485	673	102420
CC06	60R3_100R3	mash95	2547	1547	240	102358
CC06	60R3_100R3	genome	2717	896	70	103009
CC06	60R3_120R3	cluster	1768	1438	1019	102467
CC06	60R3_120R3	subcluster	2158	1532	629	102373
CC06	60R3_120R3	mash90	2109	1554	678	102351
CC06	60R3_120R3	mash95	2482	1466	305	102439
CC06	60R3_120R3	genome	2722	853	65	103052
CC06	60R3_70R3	cluster	1560	1805	1227	102100
CC06	60R3_70R3	subcluster	2188	1599	599	102306
CC06	60R3_70R3	mash90	2183	1616	604	102289
CC06	60R3_70R3	mash95	2593	1553	194	102352
CC06	60R3_70R3	genome	2716	872	71	103033
CC06	60R3_80R3_100R3	cluster	1641	1399	1146	102506
CC06	60R3_80R3_100R3	subcluster	2190	1241	597	102664
CC06	60R3_80R3_100R3	mash90	2069	1226	718	102679
CC06	60R3_80R3_100R3	mash95	2525	1254	262	102651
CC06	60R3_80R3_100R3	genome	2712	797	75	103108
CC06	60R3_80R3_120R3	cluster	1688	1389	1099	102516
CC06	60R3_80R3_120R3	subcluster	2224	1298	563	102607
CC06	60R3_80R3_120R3	mash90	2174	1277	613	102628
CC06	60R3_80R3_120R3	mash95	2493	1264	294	102641
CC06	60R3_80R3_120R3	genome	2721	724	66	103181
CC06	60R3_80R3	cluster	1512	1794	1275	102111
CC06	60R3_80R3	subcluster	2310	1640	477	102265
CC06	60R3_80R3	mash90	2255	1586	532	102319
CC06	60R3_80R3	mash95	2534	1534	253	102371
CC06	60R3_80R3	genome	2719	966	68	102939
CC06	60R3_90R3_120R3	cluster	1746	1406	1041	102499
CC06	60R3_90R3_120R3	subcluster	2304	1394	483	102511
CC06	60R3_90R3_120R3	mash90	2258	1365	529	102540
CC06	60R3_90R3_120R3	mash95	2553	1246	234	102659
CC06	60R3_90R3_120R3	genome	2716	765	71	103140
CC06	60R3_90R3	cluster	1735	1631	1052	102274
CC06	60R3_90R3	subcluster	2386	1657	401	102248
CC06	60R3_90R3	mash90	2291	1634	496	102271
CC06	60R3_90R3	mash95	2590	1528	197	102377
CC06	60R3_90R3	genome	2720	945	67	102960
CC06	60R6_100R6_120R6	cluster	1878	1250	909	102655
CC06	60R6_100R6_120R6	subcluster	2352	1252	435	102653
CC06	60R6_100R6_120R6	mash90	2320	1248	467	102657
CC06	60R6_100R6_120R6	mash95	2515	1080	272	102825
CC06	60R6_100R6_120R6	genome	2715	754	72	103151
CC06	60R6_100R6	cluster	1995	1506	792	102399
CC06	60R6_100R6	subcluster	2434	1509	353	102396
CC06	60R6_100R6	mash90	2384	1479	403	102426
CC06	60R6_100R6	mash95	2597	1428	190	102477
CC06	60R6_100R6	genome	2716	786	71	103119
CC06	60R6_120R6	cluster	1699	1345	1088	102560
CC06	60R6_120R6	subcluster	2300	1467	487	102438
CC06	60R6_120R6	mash90	2231	1478	556	102427
CC06	60R6_120R6	mash95	2522	1394	265	102511
CC06	60R6_120R6	genome	2718	813	69	103092
CC06	60R6_70R6	cluster	1971	1612	816	102293
CC06	60R6_70R6	subcluster	2399	1956	388	101949
CC06	60R6_70R6	mash90	2376	1925	411	101980
CC06	60R6_70R6	mash95	2562	1477	225	102428
CC06	60R6_70R6	genome	2717	976	70	102929
CC06	60R6_80R6_100R6	cluster	1980	1432	807	102473
CC06	60R6_80R6_100R6	subcluster	2358	1469	429	102436
CC06	60R6_80R6_100R6	mash90	2336	1471	451	102434
CC06	60R6_80R6_100R6	mash95	2567	1311	220	102594
CC06	60R6_80R6_100R6	genome	2715	769	72	103136
CC06	60R6_80R6_120R6	cluster	1671	1279	1116	102626
CC06	60R6_80R6_120R6	subcluster	2347	1440	440	102465
CC06	60R6_80R6_120R6	mash90	2334	1386	453	102519
CC06	60R6_80R6_120R6	mash95	2533	1228	254	102677
CC06	60R6_80R6_120R6	genome	2717	784	70	103121
CC06	60R6_80R6	cluster	1801	1531	986	102374
CC06	60R6_80R6	subcluster	2358	1630	429	102275
CC06	60R6_80R6	mash90	2306	1624	481	102281
CC06	60R6_80R6	mash95	2559	1461	228	102444
CC06	60R6_80R6	genome	2712	894	75	103011
CC06	60R6_90R6_120R6	cluster	1785	1325	1002	102580
CC06	60R6_90R6_120R6	subcluster	2392	1326	395	102579
CC06	60R6_90R6_120R6	mash90	2355	1328	432	102577
CC06	60R6_90R6_120R6	mash95	2570	1267	217	102638
CC06	60R6_90R6_120R6	genome	2713	744	74	103161
CC06	60R6_90R6	cluster	1689	1693	1098	102212
CC06	60R6_90R6	subcluster	2306	1694	481	102211
CC06	60R6_90R6	mash90	2308	1695	479	102210
CC06	60R6_90R6	mash95	2573	1659	214	102246
CC06	60R6_90R6	genome	2712	894	75	103011
CC06	60R9_100R9_120R9	cluster	1911	1504	876	102401
CC06	60R9_100R9_120R9	subcluster	2325	1615	462	102290
CC06	60R9_100R9_120R9	mash90	2299	1662	488	102243
CC06	60R9_100R9_120R9	mash95	2438	1585	349	102320
CC06	60R9_100R9_120R9	genome	2712	840	75	103065
CC06	60R9_100R9	cluster	2025	1593	762	102312
CC06	60R9_100R9	subcluster	2232	1583	555	102322
CC06	60R9_100R9	mash90	2230	1553	557	102352
CC06	60R9_100R9	mash95	2348	1487	439	102418
CC06	60R9_100R9	genome	2719	798	68	103107
CC06	60R9_120R9	cluster	1898	1500	889	102405
CC06	60R9_120R9	subcluster	2233	1454	554	102451
CC06	60R9_120R9	mash90	2322	1467	465	102438
CC06	60R9_120R9	mash95	2445	1392	342	102513
CC06	60R9_120R9	genome	2717	847	70	103058
CC06	60R9_70R9	cluster	1781	1738	1006	102167
CC06	60R9_70R9	subcluster	2189	1793	598	102112
CC06	60R9_70R9	mash90	2163	1809	624	102096
CC06	60R9_70R9	mash95	2370	1753	417	102152
CC06	60R9_70R9	genome	2705	993	82	102912
CC06	60R9_80R9_100R9	cluster	2024	1579	763	102326
CC06	60R9_80R9_100R9	subcluster	2270	1621	517	102284
CC06	60R9_80R9_100R9	mash90	2252	1648	535	102257
CC06	60R9_80R9_100R9	mash95	2406	1455	381	102450
CC06	60R9_80R9_100R9	genome	2714	791	73	103114
CC06	60R9_80R9_120R9	cluster	1785	1569	1002	102336
CC06	60R9_80R9_120R9	subcluster	2202	1455	585	102450
CC06	60R9_80R9_120R9	mash90	2252	1478	535	102427
CC06	60R9_80R9_120R9	mash95	2401	1327	386	102578
CC06	60R9_80R9_120R9	genome	2709	761	78	103144
CC06	60R9_80R9	cluster	1793	1641	994	102264
CC06	60R9_80R9	subcluster	2304	1725	483	102180
CC06	60R9_80R9	mash90	2287	1719	500	102186
CC06	60R9_80R9	mash95	2434	1691	353	102214
CC06	60R9_80R9	genome	2709	884	78	103021
CC06	60R9_90R9_120R9	cluster	1762	1405	1025	102500
CC06	60R9_90R9_120R9	subcluster	2288	1430	499	102475
CC06	60R9_90R9_120R9	mash90	2237	1434	550	102471
CC06	60R9_90R9_120R9	mash95	2401	1316	386	102589
CC06	60R9_90R9_120R9	genome	2705	817	82	103088
CC06	60R9_90R9	cluster	1791	1888	996	102017
CC06	60R9_90R9	subcluster	2275	1629	512	102276
CC06	60R9_90R9	mash90	2251	1653	536	102252
CC06	60R9_90R9	mash95	2425	1720	362	102185
CC06	60R9_90R9	genome	2708	1001	79	102904
CC06	70R0_100R0_120R0	cluster	1962	1340	825	102565
CC06	70R0_100R0_120R0	subcluster	2337	1273	450	102632
CC06	70R0_100R0_120R0	mash90	2350	1257	437	102648
CC06	70R0_100R0_120R0	mash95	2550	1273	237	102632
CC06	70R0_100R0_120R0	genome	2720	742	67	103163
CC06	70R0_100R0	cluster	1832	1704	955	102201
CC06	70R0_100R0	subcluster	2272	1644	515	102261
CC06	70R0_100R0	mash90	2272	1656	515	102249
CC06	70R0_100R0	mash95	2590	1635	197	102270
CC06	70R0_100R0	genome	2721	881	66	103024
CC06	70R0_120R0	cluster	1774	1333	1013	102572
CC06	70R0_120R0	subcluster	2190	1323	597	102582
CC06	70R0_120R0	mash90	2195	1308	592	102597
CC06	70R0_120R0	mash95	2539	1291	248	102614
CC06	70R0_120R0	genome	2720	782	67	103123
CC06	70R0_80R0	cluster	1674	1653	1113	102252
CC06	70R0_80R0	subcluster	2348	1664	439	102241
CC06	70R0_80R0	mash90	2362	1688	425	102217
CC06	70R0_80R0	mash95	2592	1648	195	102257
CC06	70R0_80R0	genome	2714	892	73	103013
CC06	70R0_90R0_120R0	cluster	1780	1288	1007	102617
CC06	70R0_90R0_120R0	subcluster	2247	1367	540	102538
CC06	70R0_90R0_120R0	mash90	2233	1350	554	102555
CC06	70R0_90R0_120R0	mash95	2562	1307	225	102598
CC06	70R0_90R0_120R0	genome	2718	761	69	103144
CC06	70R0_90R0	cluster	1688	1831	1099	102074
CC06	70R0_90R0	subcluster	2237	1705	550	102200
CC06	70R0_90R0	mash90	2224	1681	563	102224
CC06	70R0_90R0	mash95	2468	1615	319	102290
CC06	70R0_90R0	genome	2717	872	70	103033
CC06	70R12_100R12_120R12	cluster	1794	1648	993	102257
CC06	70R12_100R12_120R12	subcluster	2126	1612	661	102293
CC06	70R12_100R12_120R12	mash90	2157	1623	630	102282
CC06	70R12_100R12_120R12	mash95	2301	1626	486	102279
CC06	70R12_100R12_120R12	genome	2702	912	85	102993
CC06	70R12_100R12	cluster	1809	1737	978	102168
CC06	70R12_100R12	subcluster	2162	1680	625	102225
CC06	70R12_100R12	mash90	2208	1668	579	102237
CC06	70R12_100R12	mash95	2338	1764	449	102141
CC06	70R12_100R12	genome	2710	989	77	102916
CC06	70R12_120R12	cluster	1704	1812	1083	102093
CC06	70R12_120R12	subcluster	2185	1842	602	102063
CC06	70R12_120R12	mash90	2208	1794	579	102111
CC06	70R12_120R12	mash95	2316	1758	471	102147
CC06	70R12_120R12	genome	2706	965	81	102940
CC06	70R12_80R12	cluster	1719	2169	1068	101736
CC06	70R12_80R12	subcluster	2130	2185	657	101720
CC06	70R12_80R12	mash90	2177	2156	610	101749
CC06	70R12_80R12	mash95	2353	2048	434	101857
CC06	70R12_80R12	genome	2706	1093	81	102812
CC06	70R12_90R12_120R12	cluster	1881	1626	906	102279
CC06	70R12_90R12_120R12	subcluster	2131	1550	656	102355
CC06	70R12_90R12_120R12	mash90	2154	1555	633	102350
CC06	70R12_90R12_120R12	mash95	2305	1525	482	102380
CC06	70R12_90R12_120R12	genome	2700	878	87	103027
CC06	70R12_90R12	cluster	1856	1773	931	102132
CC06	70R12_90R12	subcluster	2040	1744	747	102161
CC06	70R12_90R12	mash90	2080	1732	707	102173
CC06	70R12_90R12	mash95	2287	1711	500	102194
CC06	70R12_90R12	genome	2707	1036	80	102869
CC06	70R15_100R15_120R15	cluster	1759	1747	1028	102158
CC06	70R15_100R15_120R15	subcluster	2250	1663	537	102242
CC06	70R15_100R15_120R15	mash90	2274	1669	513	102236
CC06	70R15_100R15_120R15	mash95	2410	1724	377	102181
CC06	70R15_100R15_120R15	genome	2704	985	83	102920
CC06	70R15_100R15	cluster	1855	1757	932	102148
CC06	70R15_100R15	subcluster	2155	1785	632	102120
CC06	70R15_100R15	mash90	2237	1772	550	102133
CC06	70R15_100R15	mash95	2358	1794	429	102111
CC06	70R15_100R15	genome	2713	1006	74	102899
CC06	70R15_120R15	cluster	1666	1763	1121	102142
CC06	70R15_120R15	subcluster	2211	1818	576	102087
CC06	70R15_120R15	mash90	2283	1821	504	102084
CC06	70R15_120R15	mash95	2377	1707	410	102198
CC06	70R15_120R15	genome	2709	1022	78	102883
CC06	70R15_80R15	cluster	1819	2111	968	101794
CC06	70R15_80R15	subcluster	2236	2112	551	101793
CC06	70R15_80R15	mash90	2250	2131	537	101774
CC06	70R15_80R15	mash95	2424	2026	363	101879
CC06	70R15_80R15	genome	2711	1119	76	102786
CC06	70R15_90R15_120R15	cluster	1630	1802	1157	102103
CC06	70R15_90R15_120R15	subcluster	2171	1586	616	102319
CC06	70R15_90R15_120R15	mash90	2198	1576	589	102329
CC06	70R15_90R15_120R15	mash95	2317	1684	470	102221
CC06	70R15_90R15_120R15	genome	2705	976	82	102929
CC06	70R15_90R15	cluster	1656	1889	1131	102016
CC06	70R15_90R15	subcluster	2080	1894	707	102011
CC06	70R15_90R15	mash90	2128	1877	659	102028
CC06	70R15_90R15	mash95	2270	1721	517	102184
CC06	70R15_90R15	genome	2710	1076	77	102829
CC06	70R3_100R3_120R3	cluster	1606	1278	1181	102627
CC06	70R3_100R3_120R3	subcluster	2160	1236	627	102669
CC06	70R3_100R3_120R3	mash90	2116	1232	671	102673
CC06	70R3_100R3_120R3	mash95	2472	1196	315	102709
CC06	70R3_100R3_120R3	genome	2713	720	74	103185
CC06	70R3_100R3	cluster	1910	1452	877	102453
CC06	70R3_100R3	subcluster	2230	1383	557	102522
CC06	70R3_100R3	mash90	2221	1417	566	102488
CC06	70R3_100R3	mash95	2530	1310	257	102595
CC06	70R3_100R3	genome	2715	789	72	103116
CC06	70R3_120R3	cluster	1793	1318	994	102587
CC06	70R3_120R3	subcluster	2159	1431	628	102474
CC06	70R3_120R3	mash90	2149	1423	638	102482
CC06	70R3_120R3	mash95	2488	1227	299	102678
CC06	70R3_120R3	genome	2722	747	65	103158
CC06	70R3_80R3	cluster	1826	1407	961	102498
CC06	70R3_80R3	subcluster	2373	1396	414	102509
CC06	70R3_80R3	mash90	2367	1412	420	102493
CC06	70R3_80R3	mash95	2556	1399	231	102506
CC06	70R3_80R3	genome	2722	841	65	103064
CC06	70R3_90R3_120R3	cluster	1760	1329	1027	102576
CC06	70R3_90R3_120R3	subcluster	2349	1314	438	102591
CC06	70R3_90R3_120R3	mash90	2318	1306	469	102599
CC06	70R3_90R3_120R3	mash95	2546	1260	241	102645
CC06	70R3_90R3_120R3	genome	2715	709	72	103196
CC06	70R3_90R3	cluster	1894	1654	893	102251
CC06	70R3_90R3	subcluster	2390	1676	397	102229
CC06	70R3_90R3	mash90	2427	1690	360	102215
CC06	70R3_90R3	mash95	2612	1660	175	102245
CC06	70R3_90R3	genome	2723	906	64	102999
CC06	70R6_100R6_120R6	cluster	1940	1278	847	102627
CC06	70R6_100R6_120R6	subcluster	2344	1336	443	102569
CC06	70R6_100R6_120R6	mash90	2330	1401	457	102504
CC06	70R6_100R6_120R6	mash95	2497	1321	290	102584
CC06	70R6_100R6_120R6	genome	2712	738	75	103167
CC06	70R6_100R6	cluster	2121	1655	666	102250
CC06	70R6_100R6	subcluster	2386	1598	401	102307
CC06	70R6_100R6	mash90	2391	1636	396	102269
CC06	70R6_100R6	mash95	2590	1560	197	102345
CC06	70R6_100R6	genome	2718	851	69	103054
CC06	70R6_120R6	cluster	1910	1367	877	102538
CC06	70R6_120R6	subcluster	2371	1282	416	102623
CC06	70R6_120R6	mash90	2364	1300	423	102605
CC06	70R6_120R6	mash95	2531	1344	256	102561
CC06	70R6_120R6	genome	2719	735	68	103170
CC06	70R6_80R6	cluster	1853	1573	934	102332
CC06	70R6_80R6	subcluster	2340	1463	447	102442
CC06	70R6_80R6	mash90	2324	1453	463	102452
CC06	70R6_80R6	mash95	2556	1377	231	102528
CC06	70R6_80R6	genome	2722	869	65	103036
CC06	70R6_90R6_120R6	cluster	2094	1429	693	102476
CC06	70R6_90R6_120R6	subcluster	2404	1428	383	102477
CC06	70R6_90R6_120R6	mash90	2373	1417	414	102488
CC06	70R6_90R6_120R6	mash95	2549	1242	238	102663
CC06	70R6_90R6_120R6	genome	2715	758	72	103147
CC06	70R6_90R6	cluster	1926	1668	861	102237
CC06	70R6_90R6	subcluster	2422	1610	365	102295
CC06	70R6_90R6	mash90	2393	1602	394	102303
CC06	70R6_90R6	mash95	2569	1495	218	102410
CC06	70R6_90R6	genome	2719	888	68	103017
CC06	70R9_100R9_120R9	cluster	1812	1560	975	102345
CC06	70R9_100R9_120R9	subcluster	2117	1471	670	102434
CC06	70R9_100R9_120R9	mash90	2127	1485	660	102420
CC06	70R9_100R9_120R9	mash95	2361	1490	426	102415
CC06	70R9_100R9_120R9	genome	2715	853	72	103052
CC06	70R9_100R9	cluster	1898	1537	889	102368
CC06	70R9_100R9	subcluster	2095	1457	692	102448
CC06	70R9_100R9	mash90	2118	1461	669	102444
CC06	70R9_100R9	mash95	2448	1449	339	102456
CC06	70R9_100R9	genome	2722	880	65	103025
CC06	70R9_120R9	cluster	1711	1491	1076	102414
CC06	70R9_120R9	subcluster	2087	1451	700	102454
CC06	70R9_120R9	mash90	2173	1452	614	102453
CC06	70R9_120R9	mash95	2334	1360	453	102545
CC06	70R9_120R9	genome	2714	818	73	103087
CC06	70R9_80R9	cluster	1739	1826	1048	102079
CC06	70R9_80R9	subcluster	2140	1811	647	102094
CC06	70R9_80R9	mash90	2187	1786	600	102119
CC06	70R9_80R9	mash95	2513	1794	274	102111
CC06	70R9_80R9	genome	2716	941	71	102964
CC06	70R9_90R9_120R9	cluster	1731	1438	1056	102467
CC06	70R9_90R9_120R9	subcluster	2116	1314	671	102591
CC06	70R9_90R9_120R9	mash90	2101	1331	686	102574
CC06	70R9_90R9_120R9	mash95	2300	1277	487	102628
CC06	70R9_90R9_120R9	genome	2705	841	82	103064
CC06	70R9_90R9	cluster	1725	1882	1062	102023
CC06	70R9_90R9	subcluster	2140	1773	647	102132
CC06	70R9_90R9	mash90	2181	1768	606	102137
CC06	70R9_90R9	mash95	2372	1768	415	102137
CC06	70R9_90R9	genome	2711	1036	76	102869
CC06	80R0_100R0_120R0	cluster	1928	1401	859	102504
CC06	80R0_100R0_120R0	subcluster	2271	1366	516	102539
CC06	80R0_100R0_120R0	mash90	2283	1354	504	102551
CC06	80R0_100R0_120R0	mash95	2478	1300	309	102605
CC06	80R0_100R0_120R0	genome	2722	755	65	103150
CC06	80R0_100R0	cluster	1892	1592	895	102313
CC06	80R0_100R0	subcluster	2236	1545	551	102360
CC06	80R0_100R0	mash90	2259	1547	528	102358
CC06	80R0_100R0	mash95	2544	1555	243	102350
CC06	80R0_100R0	genome	2718	884	69	103021
CC06	80R0_120R0	cluster	1938	1458	849	102447
CC06	80R0_120R0	subcluster	2280	1433	507	102472
CC06	80R0_120R0	mash90	2283	1408	504	102497
CC06	80R0_120R0	mash95	2479	1391	308	102514
CC06	80R0_120R0	genome	2717	791	70	103114
